Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State,Listing Price (USD),Year
Bali,4.3,43,Europe,Greece,"$449,087",2017
Fountaine Pajot,Helia 44,43.6,Caribbean,British Virgin Islands,"$540,000",2017
Fountaine Pajot,Helia 44,43.6,Caribbean,British Virgin Islands,"$529,000",2017
Fountaine Pajot,Helia 44,43.6,USA,Florida,"$450,000",2017
Bali,4.5,44.6,Europe,Italy,"$601,884",2017
Bali,4.5,44.6,Europe,Italy,"$601,275",2017
Bali,4.5,44.6,Europe,Greece,"$426,790",2017
Bali,4.5,44.6,Europe,Greece,"$350,908",2017
Nautitech,46 open,45,Caribbean,Guatemala,"$589,343",2017
Nautitech,46 Open,45,Caribbean,Guatemala,"$589,151",2017
Nautitech,46 Open,45,Caribbean,Guatemala,"$588,669",2017
Nautitech,46 Open,45,Caribbean,Guatemala,"$588,087",2017
Nautitech,46 Fly,45,Caribbean,British Virgin Islands,"$519,000",2017
Nautitech,46 Fly,45,Europe,Greece,"$662,010",2017
Nautitech,46 Fly,45,Europe,Greece,"$661,494",2017
Nautitech,46 Open,45,Europe,Greece,"$607,348",2017
Nautitech,46 Open,45,Europe,Greece,"$606,875",2017
Nautitech,46 Open,45,Europe,Greece,"$594,737",2017
Nautitech,46 Fly,45,Europe,Croatia,"$525,317",2017
Nautitech,46 Fly,45,Europe,Croatia,"$523,822",2017
Leopard,45,45,Europe,Turkey,"$449,000",2017
Leopard,45,45,Europe,Turkey,"$449,000",2017
Lagoon,450F,45.8,Caribbean,Aruba,"$680,000",2017
Lagoon,450F,45.8,Caribbean,U.S. Virgin Islands,"$599,000",2017
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$529,000",2017
Lagoon,450F,45.8,Europe,Croatia,"$791,947",2017
Lagoon,450F,45.8,Europe,Croatia,"$785,793",2017
Lagoon,450S,45.8,Europe,Portugal,"$600,000",2017
Lagoon,450S,45.8,Europe,Portugal,"$600,000",2017
Lagoon,450,45.8,Europe,Portugal,"$582,600",2017
Lagoon,450S,45.8,Europe,France,"$582,024",2017
Lagoon,450S,45.8,Europe,Spain,"$582,024",2017
Lagoon,450F,45.8,Europe,Croatia,"$571,486",2017
Lagoon,450F,45.8,Europe,Croatia,"$570,830",2017
Lagoon,450F,45.8,Europe,Croatia,"$569,899",2017
Lagoon,450F,45.8,Europe,Croatia,"$569,899",2017
Lagoon,450F,45.8,Europe,Croatia,"$541,087",2017
Lagoon,450F,45.8,Europe,Croatia,"$540,677",2017
Lagoon,450F,45.8,Europe,Italy,"$509,775",2017
Lagoon,450,45.8,Europe,Croatia,"$484,664",2017
Lagoon,450,45.8,Europe,Croatia,"$483,808",2017
Bali,4.6,46.85,Europe,Spain,"$314,051",2017
Leopard,48,48,Caribbean,Bahamas,"$379,999",2017
Leopard,48,48,Caribbean,British Virgin Islands,"$195,000",2017
Leopard,48,48,Europe,Turkey,"$479,999",2017
Leopard,48,48,Europe,Turkey,"$479,999",2017
Fountaine Pajot,SABA 50,49,Caribbean,U.S. Virgin Islands,"$1,039,617",2017
Lagoon,52F,52,Caribbean,U.S. Virgin Islands,"$1,100,000",2017
Lagoon,52,52,Caribbean,U.S. Virgin Islands,"$995,000",2017
Lagoon,52,52,Europe,Turkey,"$1,155,130",2017
Lagoon,52F,52,Europe,Sweden,"$547,167",2017
Lagoon,52F,52,Europe,Croatia,"$480,291",2017
Lagoon,52F,52,Europe,Croatia,"$479,805",2017
Lagoon,52,52,USA,Florida,"$1,045,000",2017
Privilege,Series 5,56,Caribbean,Guadeloupe,"$1,094,334",2017
Lagoon,380,38,Caribbean,Grenada,"$330,000",2018
Lagoon,40,38.5,Europe,Spain,"$498,530",2018
Lagoon,40,38.5,Europe,Spain,"$498,026",2018
Lagoon,40,38.5,Europe,France,"$451,515",2018
Lagoon,40,38.5,Europe,Croatia,"$431,654",2018
Lagoon,40,38.5,Europe,Croatia,"$431,217",2018
Lagoon,40,38.5,Europe,Spain,"$411,782",2018
Lagoon,40,38.5,Europe,Spain,"$411,055",2018
Lagoon,40,38.5,Europe,Spain,"$385,427",2018
Leopard,40,39,Caribbean,U.S. Virgin Islands,"$489,000",2018
Fountaine Pajot,Lucia 40,39,Europe,Spain,"$457,738",2018
Fountaine Pajot,Lucia 40,39,Europe,Spain,"$449,087",2018
Fountaine Pajot,Lucia 40,39,Europe,Greece,"$398,929",2018
Lagoon,400,39,Europe,Italy,"$364,359",2018
Lagoon,400,39,Europe,Italy,"$363,765",2018
Nautitech,40 Open,39.5,Caribbean,Martinique,"$455,529",2018
Nautitech,40 Open,39.5,Caribbean,Martinique,"$454,706",2018
Nautitech,40 Open,39.5,Europe,France,"$449,438",2018
Nautitech,40 Open,39.5,Europe,Turkey,"$449,087",2018
Nautitech,40 Open,39.5,Europe,France,"$449,087",2018
Nautitech,40,39.5,Europe,France,"$443,019",2018
Bali,4,40,Europe,Italy,"$316,163",2018
Bali,4,40,USA,Florida,"$449,000",2018
Bali,4.1,41,Europe,Italy,"$497,958",2018
Bali,4.1,41,Europe,Italy,"$497,146",2018
Bali,4.1,41,Europe,Spain,"$424,393",2018
Bali,4.1,41,Europe,Greece,"$406,606",2018
Bali,4.1,41,Europe,Croatia,"$387,664",2018
Seawind,1260,41,USA,Florida,"$595,000",2018
Seawind,1260,41,USA,Florida,"$595,000",2018
Lagoon,42,42.5,Caribbean,Martinique,"$522,848",2018
Lagoon,42,42.5,Caribbean,Martinique,"$522,248",2018
Lagoon,42,42.5,Caribbean,Martinique,"$485,155",2018
Lagoon,42 Owners Version,42.5,Caribbean,Martinique,"$484,286",2018
Lagoon,42,42.5,Europe,Spain,"$557,060",2018
Lagoon,42,42.5,Europe,Spain,"$556,076",2018
Lagoon,42,42.5,Europe,Greece,"$540,119",2018
Lagoon,42,42.5,Europe,Croatia,"$516,246",2018
Lagoon,42,42.5,Europe,Croatia,"$515,844",2018
Lagoon,42,42.5,Europe,Croatia,"$515,334",2018
Lagoon,42,42.5,Europe,Greece,"$509,775",2018
Lagoon,42,42.5,Europe,Greece,"$480,291",2018
Lagoon,42,42.5,Europe,Greece,"$479,431",2018
Lagoon,42,42.5,Europe,France,"$460,836",2018
Lagoon,42,42.5,Europe,France,"$460,370",2018
Lagoon,42,42.5,Europe,Greece,"$449,087",2018
Bali,4.3,43,Europe,Italy,"$547,167",2018
Bali,4.3,43,Europe,Italy,"$546,613",2018
Bali,4.3 LOFT,43,USA,Maryland,"$549,000",2018
Antares,44GS,44,USA,California,"$910,000",2018
Nautitech,46 Open,45,Europe,Croatia,"$775,274",2018
Nautitech,46 Fly,45,Europe,Greece,"$656,646",2018
Nautitech,46 Open,45,Europe,Spain,"$613,367",2018
Nautitech,46 Open,45,Europe,France,"$547,205",2018
Nautitech,46 Open,45,Europe,Greece,"$535,045",2018
Fountaine Pajot,Saona 47,45.7,Europe,Turkey,"$789,553",2018
Fountaine Pajot,Saona 47,45.7,Europe,Turkey,"$788,158",2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,"$778,247",2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,"$778,247",2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,"$778,247",2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,"$777,300",2018
Fountaine Pajot,Saona 47,45.7,USA,Florida,"$828,000",2018
Fountaine Pajot,Saona 47,45.7,USA,Florida,"$828,000",2018
Lagoon,450F,45.8,Caribbean,Dominican Republic,"$619,012",2018
Lagoon,450F,45.8,Caribbean,Antigua and Barbuda,"$575,000",2018
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$549,000",2018
Lagoon,450S,45.8,Caribbean,Puerto Rico,"$545,000",2018
Lagoon,450F,45.8,Europe,Greece,"$601,275",2018
Lagoon,450,45.8,Europe,Greece,"$601,193",2018
Lagoon,450,45.8,Europe,Greece,"$600,212",2018
Lagoon,450,45.8,Europe,Greece,"$600,212",2018
Lagoon,450F,45.8,Europe,Croatia,"$577,127",2018
Lagoon,450F,45.8,Europe,Croatia,"$575,961",2018
Lagoon,450F,45.8,Europe,Croatia,"$546,539",2018
Lagoon,450F,45.8,Europe,Croatia,"$545,648",2018
Lagoon,450F,45.8,Europe,Italy,"$535,008",2018
Lagoon,450F,45.8,Europe,Italy,"$522,319",2018
Lagoon,450F,45.8,Europe,Italy,"$521,397",2018
Lagoon,450,45.8,Europe,Greece,"$516,176",2018
Lagoon,450,45.8,Europe,Greece,"$515,334",2018
Lagoon,450S,45.8,USA,Florida,"$649,900",2018
Lagoon,450S,45.8,USA,Florida,"$649,900",2018
Lagoon,50,48,Europe,Italy,"$874,616",2018
Lagoon,50,48,Europe,Italy,"$873,900",2018
Lagoon,50,48,Europe,Greece,"$788,937",2018
Chris White,Atlantic 49MF,48.7,USA,Florida,"$990,000",2018
Fountaine Pajot,SABA 50,49,Europe,Croatia,"$934,587",2018
Fountaine Pajot,SABA 50,49,Europe,Croatia,"$934,587",2018
Fountaine Pajot,SABA 50,49,Europe,Italy,"$910,312",2018
Fountaine Pajot,SABA 50,49,Europe,Italy,"$910,312",2018
Lagoon,52 Sport,52,Caribbean,Mexico,"$1,273,178",2018
Lagoon,52F,52,Caribbean,U.S. Virgin Islands,"$1,260,030",2018
Lagoon,52 Sport,52,Caribbean,Mexico,"$1,075,000",2018
HH Catamarans,HH55 Catamaran,55,USA,Rhode Island,"$2,890,000",2018
Lagoon,380,38,Caribbean,Martinique,"$302,570",2019
Lagoon,380,38,Caribbean,Martinique,"$302,224",2019
Lagoon,380,38,Caribbean,Martinique,"$301,925",2019
Lagoon,40,38.5,Europe,Sweden,"$474,302",2019
Lagoon,40,38.5,Europe,Sweden,"$474,278",2019
Lagoon,40,38.5,Europe,Croatia,"$468,132",2019
Lagoon,40,38.5,Europe,Croatia,"$467,658",2019
Lagoon,40,38.5,Europe,France,"$460,836",2019
Lagoon,40,38.5,Europe,France,"$455,973",2019
Lagoon,40,38.5,Europe,Croatia,"$419,070",2019
Lagoon,40,38.5,Europe,Croatia,"$418,744",2019
Lagoon,400,39,Caribbean,British Virgin Islands,"$486,056",2019
Lagoon,400,39,Caribbean,British Virgin Islands,"$485,500",2019
Fountaine Pajot,Lucia 40,39,Europe,France,"$455,511",2019
Fountaine Pajot,Astrea 42,41,Europe,Spain,"$697,906",2019
Bali,4.1,41,Europe,Italy,"$510,103",2019
Bali,4.1,41,Europe,Italy,"$509,271",2019
Bali,4.1,41,Europe,France,"$484,598",2019
Bali,4.1,41,Europe,France,"$483,808",2019
Bali,4.1,41,Europe,Croatia,"$480,324",2019
Bali,4.1,41,Europe,Croatia,"$462,084",2019
Bali,4.1,41,Europe,Croatia,"$461,585",2019
Bali,4.1,41,Europe,Croatia,"$409,066",2019
Bali,4.1,41,Europe,Greece,"$304,103",2019
Fountaine Pajot,Astrea 42,41,USA,Texas,"$671,824",2019
Fountaine Pajot,Astrea 42,41,USA,Florida,"$499,000",2019
Lagoon,42,42.5,Caribbean,Dominican Republic,"$705,237",2019
Lagoon,42,42.5,Caribbean,U.S. Virgin Islands,"$499,000",2019
Lagoon,42,42.5,Caribbean,Martinique,"$486,371",2019
Lagoon,42,42.5,Caribbean,Martinique,"$480,291",2019
Lagoon,42,42.5,Caribbean,Martinique,"$479,740",2019
Lagoon,42,42.5,Europe,France,"$709,128",2019
Lagoon,42,42.5,Europe,Spain,"$594,737",2019
Lagoon,42,42.5,Europe,Italy,"$594,737",2019
Lagoon,42,42.5,Europe,Spain,"$557,773",2019
Lagoon,42,42.5,Europe,Italy,"$486,371",2019
Lagoon,42,42.5,Europe,Greece,"$486,371",2019
Lagoon,42,42.5,Europe,Greece,"$485,879",2019
Lagoon,42,42.5,Europe,Italy,"$485,500",2019
Lagoon,42,42.5,Europe,Greece,"$485,020",2019
Lagoon,42,42.5,Europe,Croatia,"$483,565",2019
Lagoon,42,42.5,Europe,Greece,"$478,957",2019
Lagoon,42,42.5,Europe,Greece,"$461,585",2019
Lagoon,42,42.5,Europe,Greece,"$460,769",2019
Lagoon,42,42.5,Europe,Greece,"$443,364",2019
Lagoon,42,42.5,Europe,Greece,"$443,019",2019
Lagoon,42,42.5,Europe,Croatia,"$359,017",2019
Lagoon,42,42.5,USA,Texas,"$589,000",2019
Lagoon,42,42.5,USA,Texas,"$589,000",2019
Bali,4.3,43,Europe,Greece,"$522,319",2019
Bali,4.3,43,Europe,Greece,"$521,912",2019
Bali,4.5,44.6,Europe,Croatia,"$583,645",2019
Bali,4.5,44.6,Europe,Croatia,"$583,054",2019
Bali,4.5,44.6,Europe,Croatia,"$558,597",2019
Outremer,45,45,Europe,France,"$873,367",2019
Outremer,45,45,Europe,France,"$872,686",2019
Nautitech,46 Fly,45,Europe,Greece,"$753,112",2019
Nautitech,46 Fly,45,Europe,Greece,"$752,525",2019
Leopard,45,45,USA,Florida,"$689,000",2019
Leopard,45,45,USA,Florida,"$689,000",2019
Fountaine Pajot,Saona 47,45.7,Europe,Italy,"$760,007",2019
Fountaine Pajot,Saona 47,45.7,USA,Florida,"$874,000",2019
Fountaine Pajot,Saona 47,45.7,USA,Florida,"$874,000",2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$702,976",2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$699,635",2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$668,327",2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$666,903",2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$665,000",2019
Lagoon,450,45.8,Caribbean,Mexico,"$599,000",2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,"$590,000",2019
Lagoon,450F,45.8,Caribbean,Martinique,"$551,710",2019
Lagoon,450F,45.8,Caribbean,Martinique,"$544,435",2019
Lagoon,450,45.8,Caribbean,Martinique,"$544,435",2019
Lagoon,450,45.8,Europe,Turkey,"$666,903",2019
Lagoon,450F,45.8,Europe,Turkey,"$641,439",2019
Lagoon,450F,45.8,Europe,Croatia,"$616,475",2019
Lagoon,450F,45.8,Europe,Croatia,"$615,851",2019
Lagoon,450F,45.8,Europe,France,"$595,120",2019
Lagoon,450,45.8,Europe,France,"$594,150",2019
Lagoon,450S,45.8,Europe,Spain,"$594,150",2019
Lagoon,46,46,Caribbean,Martinique,"$716,932",2019
Lagoon,46,46,Caribbean,Martinique,"$715,405",2019
Lagoon,50F,48,Caribbean,British Virgin Islands,"$1,082,175",2019
Lagoon,50F,48,Europe,Croatia,"$875,796",2019
Lagoon,50F,48,Europe,Croatia,"$875,114",2019
Lagoon,50,48,Europe,Greece,"$849,625",2019
Lagoon,50,48,Europe,Greece,"$789,584",2019
Lagoon,50,48,Europe,Greece,"$788,937",2019
Lagoon,50,48,Europe,Greece,"$788,937",2019
Bali,5.4,55.5,Europe,Greece,"$1,246,325",2019
Bali,5.4,55.5,Europe,Italy,"$811,143",2019
Privilege,Series 5,56,USA,Florida,"$1,495,000",2019
